Setup1:LastAdaptive
Problem Type:  C
C Units:pF, G Units:mSie
Reduce Matrix:  FloatInfinityMatrix1
Frequency:  100kHz

Capacitance Matrix
,E_01,E_02,E_03,E_04,E_05,E_06,E_07,E_08,E_09,E_10,E_11,E_12,
E_01,8.0305,-2.9005,-0.29111,-0.27498,-0.24885,-0.26307,-0.26323,-0.24484,-0.26919,-0.27753,-0.351,-2.6462
E_02,-2.9005,8.3236,-2.9056,-0.34571,-0.29536,-0.24876,-0.24456,-0.23807,-0.24535,-0.25105,-0.303,-0.34569
E_03,-0.29111,-2.9056,8.04,-2.6555,-0.34572,-0.27455,-0.26823,-0.24403,-0.26306,-0.26418,-0.25257,-0.27552
E_04,-0.27498,-0.34571,-2.6555,8.0211,-2.8848,-0.29149,-0.2758,-0.24869,-0.26429,-0.26325,-0.24798,-0.26866
E_05,-0.24885,-0.29536,-0.34572,-2.8848,8.3046,-2.905,-0.34662,-0.29494,-0.24942,-0.24522,-0.24414,-0.24458
E_06,-0.26307,-0.24876,-0.27455,-0.29149,-2.905,8.0429,-2.6587,-0.34535,-0.27554,-0.26843,-0.2488,-0.26328
E_07,-0.26323,-0.24456,-0.26823,-0.2758,-0.34662,-2.6587,8.0435,-2.9038,-0.28875,-0.27464,-0.25533,-0.26388
E_08,-0.24484,-0.23807,-0.24403,-0.24869,-0.29494,-0.34535,-2.9038,8.3082,-2.8843,-0.34569,-0.30767,-0.25087
E_09,-0.26919,-0.24535,-0.26306,-0.26429,-0.24942,-0.27554,-0.28875,-2.8843,8.0251,-2.65,-0.35873,-0.2765
E_10,-0.27753,-0.25105,-0.26418,-0.26325,-0.24522,-0.26843,-0.27464,-0.34569,-2.65,8.0535,-2.9195,-0.29393
E_11,-0.351,-0.303,-0.25257,-0.24798,-0.24414,-0.2488,-0.25533,-0.30767,-0.35873,-2.9195,8.3934,-2.9047
E_12,-2.6462,-0.34569,-0.27552,-0.26866,-0.24458,-0.26328,-0.26388,-0.25087,-0.2765,-0.29393,-2.9047,8.0338

Capacitance Matrix Coupling Coefficient
,E_01,E_02,E_03,E_04,E_05,E_06,E_07,E_08,E_09,E_10,E_11,E_12,
E_01,1,0.35477,0.036229,0.034262,0.030472,0.032734,0.032753,0.029974,0.033532,0.034511,0.042752,0.32945
E_02,0.35477,1,0.35518,0.042309,0.035525,0.030402,0.029889,0.028628,0.03002,0.030663,0.03625,0.042274
E_03,0.036229,0.35518,1,0.33067,0.042309,0.034142,0.033354,0.029859,0.032749,0.032831,0.030746,0.034282
E_04,0.034262,0.042309,0.33067,1,0.35346,0.036291,0.034337,0.030464,0.032942,0.032754,0.030223,0.033468
E_05,0.030472,0.035525,0.042309,0.35346,1,0.35545,0.04241,0.035508,0.030553,0.029985,0.029243,0.029944
E_06,0.032734,0.030402,0.034142,0.036291,0.35545,1,0.33055,0.042248,0.034297,0.033352,0.030282,0.032753
E_07,0.032753,0.029889,0.033354,0.034337,0.04241,0.33055,1,0.35521,0.035939,0.034123,0.031075,0.032826
E_08,0.029974,0.028628,0.029859,0.030464,0.035508,0.042248,0.35521,1,0.35323,0.042261,0.036843,0.030707
E_09,0.033532,0.03002,0.032749,0.032942,0.030553,0.034297,0.035939,0.35323,1,0.32964,0.043709,0.034435
E_10,0.034511,0.030663,0.032831,0.032754,0.029985,0.033352,0.034123,0.042261,0.32964,1,0.3551,0.036542
E_11,0.042752,0.03625,0.030746,0.030223,0.029243,0.030282,0.031075,0.036843,0.043709,0.3551,1,0.35373
E_12,0.32945,0.042274,0.034282,0.033468,0.029944,0.032753,0.032826,0.030707,0.034435,0.036542,0.35373,1

Spice Capacitance Matrix
,E_01,E_02,E_03,E_04,E_05,E_06,E_07,E_08,E_09,E_10,E_11,E_12,
E_01,-4.039E-16,2.9005,0.29111,0.27498,0.24885,0.26307,0.26323,0.24484,0.26919,0.27753,0.351,2.6462
E_02,2.9005,5.0487E-17,2.9056,0.34571,0.29536,0.24876,0.24456,0.23807,0.24535,0.25105,0.303,0.34569
E_03,0.29111,2.9056,-8.0779E-16,2.6555,0.34572,0.27455,0.26823,0.24403,0.26306,0.26418,0.25257,0.27552
E_04,0.27498,0.34571,2.6555,-1.5146E-16,2.8848,0.29149,0.2758,0.24869,0.26429,0.26325,0.24798,0.26866
E_05,0.24885,0.29536,0.34572,2.8848,6.5633E-16,2.905,0.34662,0.29494,0.24942,0.24522,0.24414,0.24458
E_06,0.26307,0.24876,0.27455,0.29149,2.905,-8.0779E-16,2.6587,0.34535,0.27554,0.26843,0.2488,0.26328
E_07,0.26323,0.24456,0.26823,0.2758,0.34662,2.6587,6.0585E-16,2.9038,0.28875,0.27464,0.25533,0.26388
E_08,0.24484,0.23807,0.24403,0.24869,0.29494,0.34535,2.9038,-2.5244E-16,2.8843,0.34569,0.30767,0.25087
E_09,0.26919,0.24535,0.26306,0.26429,0.24942,0.27554,0.28875,2.8843,6.0585E-16,2.65,0.35873,0.2765
E_10,0.27753,0.25105,0.26418,0.26325,0.24522,0.26843,0.27464,0.34569,2.65,-1.0097E-15,2.9195,0.29393
E_11,0.351,0.303,0.25257,0.24798,0.24414,0.2488,0.25533,0.30767,0.35873,2.9195,0,2.9047
E_12,2.6462,0.34569,0.27552,0.26866,0.24458,0.26328,0.26388,0.25087,0.2765,0.29393,2.9047,-1.6156E-15

Conductance Matrix
,E_01,E_02,E_03,E_04,E_05,E_06,E_07,E_08,E_09,E_10,E_11,E_12,
E_01,3.7259E-10,3.0121E-10,3.8502E-11,1.3821E-10,9.2225E-11,9.3832E-11,1.6053E-10,2.7114E-10,-1.0795E-10,-4.8058E-10,-1.3522E-09,4.7253E-10
E_02,3.0121E-10,4.6353E-10,2.7811E-10,7.3901E-11,1.234E-10,8.178E-11,1.15E-10,3.3613E-10,7.1339E-13,-2.9453E-10,-1.9584E-09,4.7915E-10
E_03,3.8502E-11,2.7811E-10,1.3597E-09,2.1028E-11,-5.7666E-11,2.4487E-11,1.2029E-10,2.3191E-10,-3.1634E-10,-2.9735E-11,-1.7578E-09,8.7578E-11
E_04,1.3821E-10,7.3901E-11,2.1028E-11,2.6956E-10,1.3397E-10,1.6504E-10,1.3808E-10,2.2642E-10,-1.5412E-10,3.3279E-11,-1.1967E-09,1.5135E-10
E_05,9.2225E-11,1.234E-10,-5.7666E-11,1.3397E-10,1.6899E-10,9.45E-11,-2.3866E-11,1.6982E-10,1.5165E-10,1.1214E-10,-1.1315E-09,1.6636E-10
E_06,9.3832E-11,8.178E-11,2.4487E-11,1.6504E-10,9.45E-11,1.1886E-10,8.2225E-11,1.993E-10,-4.1738E-11,1.6004E-10,-1.0538E-09,7.5463E-11
E_07,1.6053E-10,1.15E-10,1.2029E-10,1.3808E-10,-2.3866E-11,8.2225E-11,1.0651E-09,3.7822E-10,-1.9227E-10,8.5237E-11,-1.938E-09,9.4425E-12
E_08,2.7114E-10,3.3613E-10,2.3191E-10,2.2642E-10,1.6982E-10,1.993E-10,3.7822E-10,1.2754E-09,2.7768E-10,7.1958E-10,-4.1341E-09,4.8477E-11
E_09,-1.0795E-10,7.1339E-13,-3.1634E-10,-1.5412E-10,1.5165E-10,-4.1738E-11,-1.9227E-10,2.7768E-10,1.1499E-09,1.2339E-09,-1.6719E-09,-3.2955E-10
E_10,-4.8058E-10,-2.9453E-10,-2.9735E-11,3.3279E-11,1.1214E-10,1.6004E-10,8.5237E-11,7.1958E-10,1.2339E-09,3.3441E-09,-3.6603E-09,-1.2232E-09
E_11,-1.3522E-09,-1.9584E-09,-1.7578E-09,-1.1967E-09,-1.1315E-09,-1.0538E-09,-1.938E-09,-4.1341E-09,-1.6719E-09,-3.6603E-09,2.0749E-08,-8.9404E-10
E_12,4.7253E-10,4.7915E-10,8.7578E-11,1.5135E-10,1.6636E-10,7.5463E-11,9.4425E-12,4.8477E-11,-3.2955E-10,-1.2232E-09,-8.9404E-10,9.5641E-10

Conductance Matrix Coupling Coefficient
