Setup1:LastAdaptive
Problem Type:  C
C Units:pF, G Units:mSie
Reduce Matrix:  FloatInfinityMatrix1
Frequency:  100kHz

Capacitance Matrix
,E_01,E_02,E_03,E_04,E_05,E_06,E_07,E_08,E_09,E_10,E_11,E_12,
E_01,7.9726,-2.8461,-0.29074,-0.27353,-0.26038,-0.26032,-0.26228,-0.24438,-0.2683,-0.27471,-0.34519,-2.6467
E_02,-2.8461,8.2393,-2.8717,-0.34254,-0.31954,-0.24338,-0.24264,-0.23705,-0.24477,-0.24876,-0.29555,-0.34717
E_03,-0.29074,-2.8717,8.0004,-2.6434,-0.3678,-0.26943,-0.26619,-0.24259,-0.26222,-0.26294,-0.24831,-0.27509
E_04,-0.27353,-0.34254,-2.6434,7.9849,-2.8914,-0.28256,-0.27164,-0.24535,-0.26255,-0.26145,-0.24314,-0.26731
E_05,-0.26038,-0.31954,-0.3678,-2.8914,8.5305,-2.9519,-0.3826,-0.32876,-0.26212,-0.25607,-0.25466,-0.2553
E_06,-0.26032,-0.24338,-0.26943,-0.28256,-2.9519,8.001,-2.6163,-0.33735,-0.27211,-0.26548,-0.24161,-0.26062
E_07,-0.26228,-0.24264,-0.26619,-0.27164,-0.3826,-2.6163,7.9398,-2.8243,-0.28752,-0.2739,-0.24966,-0.26282
E_08,-0.24438,-0.23705,-0.24259,-0.24535,-0.32876,-0.33735,-2.8243,8.2537,-2.9033,-0.3467,-0.29422,-0.24979
E_09,-0.2683,-0.24477,-0.26222,-0.26255,-0.26212,-0.27211,-0.28752,-2.9033,8.0364,-2.6517,-0.3472,-0.27459
E_10,-0.27471,-0.24876,-0.26294,-0.26145,-0.25607,-0.26548,-0.2739,-0.3467,-2.6517,8.0638,-2.9346,-0.28745
E_11,-0.34519,-0.29555,-0.24831,-0.24314,-0.25466,-0.24161,-0.24966,-0.29422,-0.3472,-2.9346,8.3682,-2.9141
E_12,-2.6467,-0.34717,-0.27509,-0.26731,-0.2553,-0.26062,-0.26282,-0.24979,-0.27459,-0.28745,-2.9141,8.0409

Capacitance Matrix Coupling Coefficient
,E_01,E_02,E_03,E_04,E_05,E_06,E_07,E_08,E_09,E_10,E_11,E_12,
E_01,1,0.35117,0.036404,0.034283,0.031574,0.032593,0.032965,0.030126,0.033519,0.034262,0.042261,0.33056
E_02,0.35117,1,0.35371,0.042231,0.038114,0.029975,0.03,0.028745,0.030081,0.030518,0.035593,0.042653
E_03,0.036404,0.35371,1,0.33073,0.044521,0.033676,0.033399,0.029854,0.032703,0.032737,0.030347,0.034297
E_04,0.034283,0.042231,0.33073,1,0.35034,0.035352,0.034116,0.030222,0.032775,0.032582,0.029745,0.03336
E_05,0.031574,0.038114,0.044521,0.35034,1,0.35731,0.046489,0.039181,0.031658,0.030875,0.03014,0.030826
E_06,0.032593,0.029975,0.033676,0.035352,0.35731,1,0.32825,0.041513,0.033935,0.033051,0.029527,0.032492
E_07,0.032965,0.03,0.033399,0.034116,0.046489,0.32825,1,0.34888,0.035994,0.03423,0.030628,0.032894
E_08,0.030126,0.028745,0.029854,0.030222,0.039181,0.041513,0.34888,1,0.35648,0.042497,0.035402,0.030662
E_09,0.033519,0.030081,0.032703,0.032775,0.031658,0.033935,0.035994,0.35648,1,0.32941,0.042338,0.034159
E_10,0.034262,0.030518,0.032737,0.032582,0.030875,0.033051,0.03423,0.042497,0.32941,1,0.35724,0.035697
E_11,0.042261,0.035593,0.030347,0.029745,0.03014,0.029527,0.030628,0.035402,0.042338,0.35724,1,0.35525
E_12,0.33056,0.042653,0.034297,0.03336,0.030826,0.032492,0.032894,0.030662,0.034159,0.035697,0.35525,1

Spice Capacitance Matrix
,E_01,E_02,E_03,E_04,E_05,E_06,E_07,E_08,E_09,E_10,E_11,E_12,
E_01,-8.0779E-16,2.8461,0.29074,0.27353,0.26038,0.26032,0.26228,0.24438,0.2683,0.27471,0.34519,2.6467
E_02,2.8461,-1.0097E-15,2.8717,0.34254,0.31954,0.24338,0.24264,0.23705,0.24477,0.24876,0.29555,0.34717
E_03,0.29074,2.8717,5.0487E-17,2.6434,0.3678,0.26943,0.26619,0.24259,0.26222,0.26294,0.24831,0.27509
E_04,0.27353,0.34254,2.6434,0,2.8914,0.28256,0.27164,0.24535,0.26255,0.26145,0.24314,0.26731
E_05,0.26038,0.31954,0.3678,2.8914,0,2.9519,0.3826,0.32876,0.26212,0.25607,0.25466,0.2553
