Setup1:LastAdaptive
Problem Type:  C
C Units:pF, G Units:mSie
Reduce Matrix:  FloatInfinityMatrix1
Frequency:  100kHz

Capacitance Matrix
,E_01,E_02,E_03,E_04,E_05,E_06,E_07,E_08,E_09,E_10,E_11,E_12,
E_01,8.031,-2.9025,-0.29125,-0.27496,-0.24927,-0.26346,-0.26387,-0.24707,-0.26944,-0.27578,-0.34581,-2.6476
E_02,-2.9025,8.324,-2.905,-0.34569,-0.29542,-0.24913,-0.24538,-0.24145,-0.24672,-0.2502,-0.29557,-0.34691
E_03,-0.29125,-2.905,8.0384,-2.6544,-0.34568,-0.27466,-0.26858,-0.24584,-0.26373,-0.26437,-0.24911,-0.27576
E_04,-0.27496,-0.34569,-2.6544,8.0175,-2.8828,-0.29127,-0.27583,-0.25022,-0.2649,-0.26362,-0.2452,-0.26867
E_05,-0.24927,-0.29542,-0.34568,-2.8828,8.3047,-2.9044,-0.34622,-0.29688,-0.25152,-0.24683,-0.24044,-0.24523
E_06,-0.26346,-0.24913,-0.27466,-0.29127,-2.9044,8.0432,-2.6581,-0.34565,-0.27648,-0.26965,-0.24669,-0.26373
E_07,-0.26387,-0.24538,-0.26858,-0.27583,-0.34622,-2.6581,8.0437,-2.9029,-0.28958,-0.27601,-0.25266,-0.26458
E_08,-0.24707,-0.24145,-0.24584,-0.25022,-0.29688,-0.34565,-2.9029,8.3126,-2.8828,-0.34842,-0.29838,-0.25294
E_09,-0.26944,-0.24672,-0.26373,-0.2649,-0.25152,-0.27648,-0.28958,-2.8828,8.0207,-2.6521,-0.34765,-0.27573
E_10,-0.27578,-0.2502,-0.26437,-0.26362,-0.24683,-0.26965,-0.27601,-0.34842,-2.6521,8.0411,-2.9052,-0.28888
E_11,-0.34581,-0.29557,-0.24911,-0.2452,-0.24044,-0.24669,-0.25266,-0.29838,-0.34765,-2.9052,8.328,-2.9013
E_12,-2.6476,-0.34691,-0.27576,-0.26867,-0.24523,-0.26373,-0.26458,-0.25294,-0.27573,-0.28888,-2.9013,8.0313

Capacitance Matrix Coupling Coefficient
,E_01,E_02,E_03,E_04,E_05,E_06,E_07,E_08,E_09,E_10,E_11,E_12,
E_01,1,0.355,0.036249,0.034266,0.030522,0.03278,0.03283,0.030239,0.033572,0.034318,0.042284,0.32967
E_02,0.355,1,0.35514,0.042316,0.035532,0.030447,0.029988,0.029026,0.030195,0.030582,0.035499,0.042428
E_03,0.036249,0.35514,1,0.33064,0.042308,0.034159,0.033401,0.030075,0.032845,0.032882,0.030447,0.034321
E_04,0.034266,0.042316,0.33064,1,0.35329,0.036271,0.034348,0.030651,0.033033,0.032832,0.030008,0.033481
E_05,0.030522,0.035532,0.042308,0.35329,1,0.35537,0.042361,0.035731,0.030818,0.030205,0.028912,0.030027
E_06,0.03278,0.030447,0.034159,0.036271,0.35537,1,0.33047,0.042272,0.034422,0.03353,0.030142,0.032813
E_07,0.03283,0.029988,0.033401,0.034348,0.042361,0.33047,1,0.35501,0.036052,0.03432,0.03087,0.032919
E_08,0.030239,0.029026,0.030075,0.030651,0.035731,0.042272,0.35501,1,0.35306,0.042616,0.035861,0.030957
E_09,0.033572,0.030195,0.032845,0.033033,0.030818,0.034422,0.036052,0.35306,1,0.33024,0.042536,0.034354
E_10,0.034318,0.030582,0.032882,0.032832,0.030205,0.03353,0.03432,0.042616,0.33024,1,0.35502,0.035947
E_11,0.042284,0.035499,0.030447,0.030008,0.028912,0.030142,0.03087,0.035861,0.042536,0.35502,1,0.35475
E_12,0.32967,0.042428,0.034321,0.033481,0.030027,0.032813,0.032919,0.030957,0.034354,0.035947,0.35475,1

Spice Capacitance Matrix
,E_01,E_02,E_03,E_04,E_05,E_06,E_07,E_08,E_09,E_10,E_11,E_12,
E_01,4.039E-16,2.9025,0.29125,0.27496,0.24927,0.26346,0.26387,0.24707,0.26944,0.27578,0.34581,2.6476
E_02,2.9025,4.039E-16,2.905,0.34569,0.29542,0.24913,0.24538,0.24145,0.24672,0.2502,0.29557,0.34691
E_03,0.29125,2.905,1.0097E-16,2.6544,0.34568,0.27466,0.26858,0.24584,0.26373,0.26437,0.24911,0.27576
E_04,0.27496,0.34569,2.6544,3.0292E-16,2.8828,0.29127,0.27583,0.25022,0.2649,0.26362,0.2452,0.26867
E_05,0.24927,0.29542,0.34568,2.8828,-4.5438E-16,2.9044,0.34622,0.29688,0.25152,0.24683,0.24044,0.24523
E_06,0.26346,0.24913,0.27466,0.29127,2.9044,-2.5244E-16,2.6581,0.34565,0.27648,0.26965,0.24669,0.26373
E_07,0.26387,0.24538,0.26858,0.27583,0.34622,2.6581,1.1612E-15,2.9029,0.28958,0.27601,0.25266,0.26458
E_08,0.24707,0.24145,0.24584,0.25022,0.29688,0.34565,2.9029,2.5244E-16,2.8828,0.34842,0.29838,0.25294
E_09,0.26944,0.24672,0.26373,0.2649,0.25152,0.27648,0.28958,2.8828,-4.5438E-16,2.6521,0.34765,0.27573
E_10,0.27578,0.2502,0.26437,0.26362,0.24683,0.26965,0.27601,0.34842,2.6521,-1.767E-15,2.9052,0.28888
E_11,0.34581,0.29557,0.24911,0.2452,0.24044,0.24669,0.25266,0.29838,0.34765,2.9052,-4.039E-16,2.9013
E_12,2.6476,0.34691,0.27576,0.26867,0.24523,0.26373,0.26458,0.25294,0.27573,0.28888,2.9013,-1.6156E-15

Conductance Matrix
,E_01,E_02,E_03,E_04,E_05,E_06,E_07,E_08,E_09,E_10,E_11,E_12,
E_01,2.6594E-10,4.4081E-11,2.2104E-10,-6.0622E-11,-4.9023E-11,-1.5184E-10,3.663E-11,-4.836E-10,8.6123E-12,1.8034E-11,1.2325E-10,2.7498E-11
E_02,4.4081E-11,4.542E-10,-5.747E-11,-1.1254E-10,1.5638E-10,1.3168E-11,-6.4117E-11,-2.6017E-10,-2.9642E-10,3.5096E-11,3.517E-10,-2.639E-10
E_03,2.2104E-10,-5.747E-11,3.1235E-10,2.9701E-11,4.794E-11,-4.3703E-11,1.3221E-10,-3.7028E-10,-3.8116E-11,-1.1634E-10,-1.6613E-10,4.882E-11
E_04,-6.0622E-11,-1.1254E-10,2.9701E-11,9.1333E-10,2.6146E-10,2.0807E-10,-1.5021E-10,-5.4672E-10,-2.6341E-10,-2.5952E-10,-2.8917E-10,2.6963E-10
E_05,-4.9023E-11,1.5638E-10,4.794E-11,2.6146E-10,5.3497E-10,3.539E-10,1.0834E-10,-2.323E-10,-4.6101E-10,-4.0085E-10,-3.1655E-10,-3.2585E-12
E_06,-1.5184E-10,1.3168E-11,-4.3703E-11,2.0807E-10,3.539E-10,3.3814E-10,6.4124E-11,1.2198E-10,-2.5827E-10,-2.5828E-10,-3.4283E-10,-4.4456E-11
E_07,3.663E-11,-6.4117E-11,1.3221E-10,-1.5021E-10,1.0834E-10,6.4124E-11,4.4332E-10,4.8101E-10,-4.4137E-11,-2.3886E-10,-4.366E-10,-3.3171E-10
E_08,-4.836E-10,-2.6017E-10,-3.7028E-10,-5.4672E-10,-2.323E-10,1.2198E-10,4.8101E-10,2.2809E-09,4.1676E-10,6.1304E-11,-5.1528E-10,-9.5358E-10
E_09,8.6123E-12,-2.9642E-10,-3.8116E-11,-2.6341E-10,-4.6101E-10,-2.5827E-10,-4.4137E-11,4.1676E-10,5.6856E-10,3.6176E-10,1.6413E-10,-1.5847E-10
E_10,1.8034E-11,3.5096E-11,-1.1634E-10,-2.5952E-10,-4.0085E-10,-2.5828E-10,-2.3886E-10,6.1304E-11,3.6176E-10,4.7391E-10,5.199E-10,-1.9616E-10
E_11,1.2325E-10,3.517E-10,-1.6613E-10,-2.8917E-10,-3.1655E-10,-3.4283E-10,-4.366E-10,-5.1528E-10,1.6413E-10,5.199E-10,1.0672E-09,-1.5961E-10
E_12,2.7498E-11,-2.639E-10,4.882E-11,2.6963E-10,-3.2585E-12,-4.4456E-11,-3.3171E-10,-9.5358E-10,-1.5847E-10,-1.9616E-10,-1.5961E-10,1.7652E-09

Conductance Matrix Coupling Coefficient
,E_01,E_02,E_03,E_04,E_05,E_06,E_07,E_08,E_09,E_10,E_11,E_12,
E_01,1,0.12683,0.76692,0.12301,0.12997,0.50634,0.10668,0.62093,0.022148,0.0508,0.23136,0.040134
E_02,0.12683,1,0.15258,0.17473,0.31724,0.033601,0.14289,0.25561,0.5833,0.075646,0.50515,0.29473
E_03,0.76692,0.15258,1,0.055608,0.11728,0.13448,0.35528,0.4387,0.090447,0.3024,0.28775,0.065748
E_04,0.12301,0.17473,0.055608,1,0.37405,0.37441,0.23606,0.37879,0.36553,0.39447,0.2929,0.21235
E_05,0.12997,0.31724,0.11728,0.37405,1,0.83209,0.22248,0.21029,0.83591,0.79611,0.41894,0.0033532
E_06,0.50634,0.033601,0.13448,0.37441,0.83209,1,0.16562,0.1389,0.58903,0.6452,0.5707,0.057542
E_07,0.10668,0.14289,0.35528,0.23606,0.22248,0.16562,1,0.47836,0.087913,0.52112,0.63475,0.37498
E_08,0.62093,0.25561,0.4387,0.37879,0.21029,0.1389,0.47836,1,0.36598,0.058965,0.33027,0.47524
E_09,0.022148,0.5833,0.090447,0.36553,0.83591,0.58903,0.087913,0.36598,1,0.69692,0.2107,0.15818
E_10,0.0508,0.075646,0.3024,0.39447,0.79611,0.6452,0.52112,0.058965,0.69692,1,0.73106,0.21446
E_11,0.23136,0.50515,0.28775,0.2929,0.41894,0.5707,0.63475,0.33027,0.2107,0.73106,1,0.11629
E_12,0.040134,0.29473,0.065748,0.21235,0.0033532,0.057542,0.37498,0.47524,0.15818,0.21446,0.11629,1

Spice Conductance Matrix
,E_01,E_02,E_03,E_04,E_05,E_06,E_07,E_08,E_09,E_10,E_11,E_12,
E_01,1.4515E-25,-4.4081E-11,-2.2104E-10,6.0622E-11,4.9023E-11,1.5184E-10,-3.663E-11,4.836E-10,-8.6123E-12,-1.8034E-11,-1.2325E-10,-2.7498E-11
E_02,-4.4081E-11,4.039E-25,5.747E-11,1.1254E-10,-1.5638E-10,-1.3168E-11,6.4117E-11,2.6017E-10,2.9642E-10,-3.5096E-11,-3.517E-10,2.639E-10
E_03,-2.2104E-10,5.747E-11,3.0292E-25,-2.9701E-11,-4.794E-11,4.3703E-11,-1.3221E-10,3.7028E-10,3.8116E-11,1.1634E-10,1.6613E-10,-4.882E-11
E_04,6.0622E-11,1.1254E-10,-2.9701E-11,4.039E-25,-2.6146E-10,-2.0807E-10,1.5021E-10,5.4672E-10,2.6341E-10,2.5952E-10,2.8917E-10,-2.6963E-10
E_05,4.9023E-11,-1.5638E-10,-4.794E-11,-2.6146E-10,-1.5777E-26,-3.539E-10,-1.0834E-10,2.323E-10,4.6101E-10,4.0085E-10,3.1655E-10,3.2585E-12
E_06,1.5184E-10,-1.3168E-11,4.3703E-11,-2.0807E-10,-3.539E-10,1.8933E-25,-6.4124E-11,-1.2198E-10,2.5827E-10,2.5828E-10,3.4283E-10,4.4456E-11
